,x,y
4671,33,21
4672,14,97
4673,14,97
4674,14,97
4675,14,97
4676,14,97
4677,14,97
4678,14,97
4679,14,97
4680,14,97
4681,14,97
4682,14,97
4683,14,97
4684,14,97
4685,0,67
4686,14,97
4687,14,97
4688,14,97
4689,14,97
4690,14,97
4691,14,97
4692,5,46
4693,14,97
4694,14,97
4695,14,97
4696,14,97
4697,14,97
4698,14,97
4699,14,97
4700,14,97
4701,14,97
4702,14,97
4703,14,97
4704,14,97
4705,14,97
4706,14,97
4707,14,97
4708,14,97
4709,60,46
4710,14,97
4711,14,97
4712,14,97
4713,60,46
4714,33,21
4715,72,77
4716,14,97
4717,14,97
4718,34,11
4719,94,63
4720,14,97
4721,14,97
4722,14,97
4723,72,77
4724,14,97
4725,14,97
4726,14,97
4727,14,97
4728,14,97
4729,14,97
4730,14,97
4731,14,97
4732,14,97
4733,14,97
4734,14,97
4735,14,97
4736,14,97
4737,7,11
4738,14,97
4739,14,97
4740,0,67
4741,14,97
4742,14,97
4743,14,97
4744,14,97
4745,14,97
4746,33,21
4747,14,97
4748,14,97
4749,14,97
4750,14,97
4751,14,97
4752,14,97
4753,14,97
4754,14,97
4755,14,97
4756,14,97
4757,14,97
4758,14,97
4759,72,77
4760,77,72
4761,14,97
4762,14,97
4763,60,46
4764,14,97
4765,14,97
4766,71,59
4767,14,97
4768,14,97
4769,14,97
4770,14,97
4771,14,97
4772,14,97
4773,33,21
4774,60,46
4775,33,21
4776,5,58
4777,50,60
4778,60,46
4779,60,46
4780,60,46
4781,77,72
4782,50,60
4783,60,46
4784,60,46
4785,5,58
4786,5,58
4787,60,46
4788,60,46
4789,60,46
4790,5,58
4791,62,78
4792,60,46
4793,77,72
4794,60,46
4795,77,72
4796,5,58
4797,60,46
4798,60,46
4799,77,72
4800,77,72
4801,77,72
4802,60,46
4803,60,46
4804,5,58
4805,60,46
4806,77,72
4807,60,46
4808,77,72
4809,77,72
4810,5,58
4811,77,72
4812,60,46
4813,60,46
4814,62,78
4815,77,72
4816,77,72
4817,5,58
4818,60,46
4819,60,46
4820,60,46
4821,60,46
4822,60,46
4823,77,72
4824,60,46
4825,7,11
4826,5,46
4827,60,46
4828,60,46
4829,60,46
4830,60,46
4831,60,46
4832,60,46
4833,60,46
4834,60,46
4835,60,46
4836,60,46
4837,60,46
4838,7,11
4839,60,46
4840,77,72
4841,60,46
4842,5,58
4843,60,46
4844,77,72
4845,5,58
4846,77,72
4847,60,46
4848,60,46
4849,60,46
4850,60,46
4851,60,46
4852,77,72
4853,60,46
4854,77,72
4855,60,46
4856,60,46
4857,5,58
4858,77,72
4859,60,46
4860,60,46
4861,60,46
4862,77,72
4863,60,46
4864,7,11
4865,67,15
4866,77,72
4867,7,11
4868,77,72
4869,34,11
4870,14,97
4871,60,46
4872,5,58
4873,60,46
4874,60,46
4875,60,46
4876,77,72
4877,77,72
4878,60,46
4879,60,46
4880,60,46
4881,60,46
4882,77,72
4883,60,46
4884,60,46
4885,60,46
4886,34,11
4887,60,46
4888,35,88
4889,72,77
4890,60,46
4891,60,46
4892,5,58
4893,77,72
4894,60,46
4895,7,11
4896,5,58
4897,60,46
4898,60,46
4899,5,58
4900,5,58
4901,77,72
4902,60,46
4903,60,46
4904,60,46
4905,60,46
4906,60,46
4907,77,72
4908,77,72
4909,77,72
4910,60,46
4911,60,46
4912,60,46
4913,5,58
4914,60,46
4915,62,78
4916,77,72
4917,5,58
4918,60,46
4919,60,46
4920,60,46
4921,5,58
4922,77,72
4923,77,72
4924,5,58
4925,77,72
4926,63,78
4927,60,46
4928,60,46
4929,60,46
4930,60,46
4931,60,46
4932,60,46
4933,60,46
4934,77,72
4935,60,46
4936,60,46
4937,60,46
4938,60,46
4939,77,72
4940,77,72
4941,60,46
4942,16,32
4943,60,46
4944,60,46
4945,62,78
4946,77,72
4947,77,72
4948,5,58
4949,62,78
4950,77,72
4951,5,58
4952,5,58
4953,0,67
4954,7,11
4955,5,58
4956,77,72
4957,77,72
4958,60,46
4959,60,46
4960,60,46
4961,60,46
4962,72,77
4963,60,46
4964,5,58
4965,5,58
4966,60,46
4967,77,72
4968,5,58
4969,5,58
4970,77,72
4971,77,72
4972,5,58
4973,5,58
4974,5,58
4975,50,90
4976,60,46
4977,60,46
4978,63,78
4979,77,72
4980,60,46
4981,60,46
4982,7,11
4983,77,72
4984,77,72
4985,60,46
4986,77,72
4987,0,67
4988,60,46
4989,77,72
4990,7,11
4991,7,11
4992,60,46
4993,5,58
4994,60,46
4995,60,46
4996,77,72
4997,77,72
4998,77,72
4999,77,72
5000,62,78
5001,60,46
5002,60,46
5003,5,58
5004,5,58
5005,4,91
5006,60,46
5007,60,46
5008,63,78
5009,60,46
5010,63,78
5011,60,46
5012,60,46
5013,62,78
5014,60,46
5015,60,46
5016,60,46
5017,5,58
5018,5,58
5019,77,72
5020,77,72
5021,60,46
5022,5,58
5023,5,58
5024,77,72
5025,5,58
5026,77,72
5027,5,58
5028,5,58
5029,5,58
5030,60,46
5031,60,46
5032,34,11
5033,14,97
5034,60,46
5035,60,46
5036,77,72
5037,5,58
5038,71,59
5039,72,77
5040,34,11
5041,50,60
5042,77,72
5043,77,72
5044,5,58
5045,60,46
5046,60,46
5047,71,59
5048,50,60
5049,60,46
5050,60,46
5051,60,46
5052,5,58
5053,33,21
5054,62,78
5055,72,77
5056,60,46
5057,71,59
5058,60,46
5059,5,58
5060,77,72
5061,94,63
5062,7,11
5063,60,46
5064,60,46
5065,5,58
5066,60,46
5067,60,46
5068,60,46
5069,60,46
5070,60,46
5071,60,46
5072,77,72
5073,60,46
5074,60,46
5075,60,46
5076,60,46
5077,60,46
5078,60,46
5079,62,78
5080,60,46
5081,60,46
5082,77,72
5083,5,58
5084,77,72
5085,67,15
5086,5,58
5087,5,58
5088,62,78
5089,60,46
5090,49,39
5091,60,46
5092,5,58
5093,5,58
5094,50,60
5095,60,46
5096,7,11
5097,77,72
5098,60,46
5099,60,46
5100,77,72
5101,77,72
5102,5,58
5103,60,46
5104,60,46
5105,60,46
5106,5,58
5107,50,60
5108,60,46
5109,5,58
5110,60,46
5111,77,72
5112,5,58
5113,77,72
5114,62,78
5115,60,46
5116,60,46
5117,60,46
5118,60,46
5119,77,72
5120,7,11
5121,60,46
5122,60,46
5123,5,58
5124,60,46
5125,5,58
5126,77,72
5127,60,46
5128,77,72
5129,5,58
5130,5,58
5131,60,46
5132,60,46
5133,60,46
5134,60,46
5135,60,46
5136,60,46
5137,5,58
5138,5,58
5139,60,46
5140,5,58
5141,5,58
5142,60,46
5143,5,58
5144,77,72
5145,77,72
5146,60,46
5147,60,46
5148,5,58
5149,60,46
5150,60,46
5151,60,46
5152,7,11
5153,72,77
5154,7,11
5155,60,46
5156,72,77
5157,72,77
5158,60,46
5159,60,46
5160,60,46
5161,60,46
5162,77,72
5163,77,72
5164,60,46
5165,60,46
5166,60,46
5167,60,46
5168,5,58
5169,60,46
5170,5,58
5171,60,46
5172,77,72
5173,5,58
5174,60,46
5175,77,72
5176,5,58
5177,77,72
5178,60,46
5179,60,46
5180,60,46
5181,77,72
5182,60,46
5183,60,46
5184,60,46
5185,5,58
5186,5,58
5187,5,58
5188,7,11
5189,60,46
5190,60,46
5191,60,46
5192,5,58
5193,60,46
5194,77,72
5195,77,72
5196,5,58
5197,5,58
5198,77,72
5199,7,11
5200,60,46
5201,60,46
5202,60,46
5203,60,46
5204,63,78
5205,60,46
5206,60,46
5207,60,46
5208,60,46
5209,4,91
5210,60,46
5211,60,46
5212,5,58
5213,5,58
5214,77,72
5215,62,78
5216,60,46
5217,60,46
5218,60,46
5219,77,72
5220,77,72
5221,5,58
5222,77,72
5223,60,46
5224,60,46
5225,5,58
5226,34,11
5227,5,58
5228,60,46
5229,60,46
5230,60,46
5231,60,46
5232,50,60
5233,77,72
5234,77,72
5235,5,46
5236,77,72
5237,60,46
5238,77,72
5239,77,72
5240,77,72
5241,5,58
5242,16,32
5243,77,72
5244,5,58
5245,77,72
5246,60,46
5247,77,72
5248,60,46
5249,5,58
5250,60,46
5251,5,58
5252,77,72
5253,60,46
5254,16,32
5255,77,72
5256,5,58
5257,60,46
5258,77,72
5259,5,58
5260,60,46
5261,60,46
5262,5,58
5263,40,41
5264,60,46
5265,60,46
5266,71,59
5267,50,60
5268,77,72
5269,60,46
5270,60,46
5271,77,72
5272,60,46
5273,5,58
5274,5,58
5275,60,46
5276,5,58
5277,60,46
5278,60,46
5279,5,58
5280,60,46
5281,77,72
5282,60,46
5283,67,15
5284,5,58
5285,34,11
5286,60,46
5287,60,46
5288,60,46
5289,60,46
5290,5,58
5291,60,46
5292,60,46
5293,60,46
5294,5,58
5295,60,46
5296,5,58
5297,60,46
5298,49,39
5299,60,46
5300,50,60
5301,60,46
5302,60,46
5303,60,46
5304,77,72
5305,60,46
5306,60,46
5307,77,72
5308,77,72
5309,60,46
5310,60,46
5311,60,46
5312,60,46
5313,7,11
5314,5,58
5315,60,46
5316,72,77
5317,60,46
5318,60,46
5319,60,46
5320,60,46
5321,60,46
5322,60,46
5323,60,46
5324,0,67
5325,33,21
5326,60,46
5327,77,72
5328,60,46
5329,71,59
5330,77,72
5331,60,46
5332,60,46
5333,60,46
5334,77,72
5335,60,46
5336,77,72
5337,77,72
5338,60,46
5339,77,72
5340,60,46
5341,60,46
5342,7,11
5343,5,46
5344,62,78
5345,77,72
5346,60,46
5347,14,97
5348,5,58
5349,60,46
5350,60,46
5351,60,46
5352,5,46
5353,60,46
5354,60,46
5355,50,60
5356,77,72
5357,62,78
5358,60,46
5359,60,46
5360,77,72
5361,77,72
5362,72,77
5363,60,46
5364,7,11
5365,60,46
5366,40,41
5367,5,58
5368,50,60
5369,60,46
5370,60,46
5371,60,46
5372,5,58
5373,77,72
5374,77,72
5375,60,46
5376,14,97
5377,60,46
5378,5,58
5379,5,58
5380,77,72
5381,77,72
5382,5,58
5383,60,46
5384,5,58
5385,72,77
5386,60,46
5387,60,46
5388,33,21
5389,60,46
5390,7,11
5391,5,58
5392,60,46
5393,60,46
5394,72,77
5395,77,72
5396,60,46
5397,60,46
5398,5,58
5399,62,78
5400,60,46
5401,77,72
5402,60,46
5403,5,58
5404,77,72
5405,60,46
5406,60,46
5407,5,58
5408,5,58
5409,60,46
5410,60,46
5411,60,46
5412,77,72
5413,60,46
5414,60,46
5415,60,46
5416,60,46
5417,60,46
5418,60,46
5419,60,46
5420,77,72
5421,5,58
5422,77,72
5423,60,46
5424,60,46
5425,77,72
5426,60,46
5427,60,46
5428,77,72
5429,60,46
5430,60,46
5431,49,39
5432,60,46
5433,77,72
5434,60,46
5435,60,46
5436,60,46
5437,77,72
5438,5,58
5439,7,11
5440,5,58
5441,77,72
5442,77,72
5443,60,46
5444,77,72
5445,77,72
5446,71,59
5447,60,46
5448,77,72
5449,77,72
5450,60,46
5451,77,72
5452,5,58
5453,60,46
5454,77,72
5455,60,46
5456,60,46
5457,77,72
5458,77,72
5459,60,46
5460,77,72
5461,60,46
5462,77,72
5463,60,46
5464,5,58
5465,5,58
5466,77,72
5467,77,72
5468,60,46
5469,5,46
5470,77,72
5471,5,58
5472,5,58
5473,60,46
5474,77,72
5475,5,58
5476,77,72
5477,77,72
5478,77,72
5479,60,46
5480,71,59
5481,60,46
5482,60,46
5483,60,46
5484,60,46
5485,0,67
5486,77,72
5487,60,46
5488,77,72
5489,77,72
5490,14,97
5491,34,11
5492,5,58
5493,60,46
5494,77,72
5495,50,60
5496,77,72
5497,60,46
5498,77,72
5499,77,72
5500,77,72
5501,5,58
5502,5,58
5503,5,58
5504,5,58
5505,33,21
5506,67,15
5507,77,72
5508,60,46
5509,7,11
5510,60,46
5511,77,72
5512,5,58
5513,5,58
5514,60,46
5515,72,77
5516,5,58
5517,60,46
5518,60,46
5519,60,46
5520,5,58
5521,50,90
5522,60,46
5523,60,46
5524,60,46
5525,63,78
5526,34,11
5527,77,72
5528,5,46
5529,72,77
5530,5,58
5531,49,39
5532,60,46
5533,77,72
5534,60,46
5535,60,46
5536,60,46
5537,60,46
5538,60,46
5539,60,46
5540,5,58
5541,50,90
5542,60,46
5543,34,11
5544,60,46
5545,7,11
5546,5,46
5547,50,60
5548,5,58
5549,5,58
5550,60,46
5551,5,58
5552,60,46
5553,5,58
5554,77,72
5555,77,72
5556,60,46
5557,60,46
5558,77,72
5559,77,72
5560,77,72
5561,60,46
5562,60,46
5563,77,72
5564,16,32
5565,60,46
5566,77,72
5567,5,58
5568,77,72
5569,60,46
5570,5,46
5571,60,46
5572,77,72
5573,5,58
5574,60,46
5575,60,46
5576,5,58
5577,60,46
5578,60,46
5579,60,46
5580,5,58
5581,14,97
5582,60,46
5583,72,77
5584,72,77
5585,77,72
5586,60,46
5587,60,46
5588,5,58
5589,50,60
5590,77,72
5591,60,46
5592,5,58
5593,60,46
5594,60,46
5595,5,58
5596,72,77
5597,60,46
5598,0,67
5599,60,46
5600,60,46
5601,60,46
5602,77,72
5603,77,72
5604,77,72
5605,60,46
5606,77,72
5607,77,72
5608,77,72
5609,7,11
5610,5,58
5611,60,46
5612,60,46
5613,60,46
5614,77,72
5615,72,77
5616,60,46
5617,60,46
5618,77,72
5619,5,58
5620,7,11
5621,60,46
5622,72,77
5623,4,91
5624,67,15
5625,7,11
5626,7,11
5627,77,72
5628,60,46
5629,5,58
5630,60,46
5631,67,15
5632,71,59
5633,77,72
5634,60,46
5635,77,72
5636,60,46
5637,5,58
5638,77,72
5639,77,72
5640,5,58
5641,60,46
5642,60,46
5643,5,58
5644,77,72
5645,5,58
5646,5,58
5647,5,58
5648,5,58
5649,60,46
5650,5,58
5651,60,46
5652,60,46
5653,34,11
5654,60,46
5655,7,11
5656,60,46
5657,16,32
5658,77,72
5659,60,46
5660,16,32
5661,60,46
5662,77,72
5663,60,46
5664,60,46
5665,60,46
5666,60,46
5667,77,72
5668,60,46
5669,77,72
5670,5,58
5671,77,72
5672,77,72
5673,33,21
5674,60,46
5675,60,46
5676,77,72
5677,5,58
5678,5,58
5679,60,46
5680,60,46
5681,60,46
5682,77,72
5683,5,46
5684,72,77
5685,60,46
5686,60,46
5687,7,11
5688,5,58
5689,60,46
5690,60,46
5691,5,58
5692,5,58
5693,60,46
5694,60,46
5695,5,58
5696,77,72
5697,5,58
5698,60,46
5699,60,46
5700,60,46
5701,60,46
5702,60,46
5703,60,46
5704,60,46
5705,60,46
5706,77,72
5707,60,46
5708,60,46
5709,60,46
5710,33,21
5711,60,46
5712,60,46
5713,60,46
5714,5,58
5715,60,46
5716,60,46
5717,60,46
5718,40,41
5719,60,46
5720,60,46
5721,5,58
5722,5,58
5723,60,46
5724,60,46
5725,77,72
5726,60,46
5727,60,46
5728,7,11
5729,60,46
5730,60,46
5731,5,58
5732,60,46
5733,77,72
5734,60,46
5735,60,46
5736,77,72
5737,5,58
5738,60,46
5739,60,46
5740,77,72
5741,50,60
5742,34,11
5743,77,72
5744,60,46
5745,60,46
5746,60,46
5747,60,46
5748,60,46
5749,60,46
5750,60,46
5751,60,46
5752,60,46
5753,5,58
5754,60,46
5755,60,46
5756,7,11
5757,77,72
5758,60,46
5759,77,72
5760,5,58
5761,60,46
5762,50,60
5763,71,59
5764,60,46
5765,5,58
5766,60,46
5767,5,58
5768,5,58
5769,5,58
5770,60,46
5771,60,46
5772,60,46
5773,60,46
5774,60,46
5775,60,46
5776,60,46
5777,77,72
5778,60,46
5779,77,72
5780,5,58
5781,60,46
5782,77,72
5783,71,59
5784,77,72
5785,72,77
5786,77,72
5787,71,59
5788,60,46
5789,60,46
5790,60,46
5791,60,46
5792,5,58
5793,77,72
5794,5,58
5795,60,46
5796,60,46
5797,60,46
5798,5,58
5799,60,46
5800,60,46
5801,77,72
5802,60,46
5803,5,58
5804,60,46
5805,5,58
5806,60,46
5807,60,46
5808,77,72
5809,77,72
5810,62,78
5811,5,58
5812,5,58
5813,60,46
5814,60,46
5815,60,46
5816,5,58
5817,7,11
5818,33,21
5819,60,46
5820,14,97
5821,77,72
5822,7,11
5823,77,72
5824,77,72
5825,77,72
5826,77,72
5827,77,72
5828,60,46
5829,72,77
5830,77,72
5831,60,46
5832,77,72
5833,60,46
5834,60,46
5835,33,21
5836,81,25
5837,33,21
5838,5,46
5839,60,46
5840,60,46
5841,33,21
5842,60,46
5843,14,97
5844,60,46
5845,5,58
5846,77,72
5847,60,46
5848,60,46
5849,60,46
5850,77,72
5851,77,72
5852,60,46
5853,77,72
5854,60,46
5855,60,46
5856,40,41
5857,60,46
5858,77,72
5859,63,78
5860,60,46
5861,60,46
5862,60,46
5863,33,21
5864,60,46
5865,60,46
5866,5,58
5867,60,46
5868,60,46
5869,60,46
5870,60,46
5871,60,46
5872,5,58
5873,5,58
5874,60,46
5875,60,46
5876,50,60
5877,60,46
5878,60,46
5879,5,58
5880,60,46
5881,60,46
5882,60,46
5883,34,11
5884,60,46
5885,5,58
5886,60,46
5887,77,72
5888,77,72
5889,5,58
5890,60,46
5891,60,46
5892,5,58
5893,5,58
5894,77,72
5895,5,58
5896,60,46
5897,5,58
5898,5,58
5899,60,46
5900,77,72
5901,50,60
5902,77,72
5903,77,72
5904,5,58
5905,60,46
5906,60,46
5907,49,39
5908,77,72
5909,77,72
5910,60,46
5911,60,46
5912,60,46
5913,5,58
5914,60,46
5915,77,72
5916,60,46
5917,60,46
5918,60,46
5919,77,72
5920,77,72
5921,60,46
5922,5,58
5923,60,46
5924,60,46
5925,60,46
5926,60,46
5927,34,11
5928,5,58
5929,77,72
5930,60,46
5931,77,72
5932,77,72
5933,5,58
5934,77,72
5935,77,72
5936,77,72
5937,60,46
5938,77,72
5939,7,11
5940,60,46
5941,60,46
5942,7,11
5943,60,46
5944,60,46
5945,60,46
5946,77,72
5947,60,46
5948,60,46
5949,60,46
5950,60,46
5951,60,46
5952,72,77
5953,60,46
5954,77,72
5955,60,46
5956,60,46
5957,50,60
5958,60,46
5959,60,46
5960,77,72
5961,60,46
5962,67,15
5963,5,58
5964,72,77
5965,77,72
5966,77,72
5967,34,11
5968,71,59
5969,0,67
5970,50,60
5971,60,46
5972,7,11
5973,5,58
5974,60,46
5975,5,58
5976,7,11
5977,16,32
5978,60,46
5979,5,58
5980,5,58
5981,60,46
5982,77,72
5983,60,46
5984,5,58
5985,5,58
5986,33,21
5987,60,46
5988,60,46
5989,60,46
5990,60,46
5991,60,46
5992,60,46
5993,60,46
5994,60,46
5995,60,46
5996,60,46
5997,60,46
5998,60,46
5999,5,58
6000,5,58
6001,60,46
6002,5,58
6003,7,11
6004,60,46
6005,5,58
6006,5,58
6007,71,59
6008,72,77
6009,60,46
6010,60,46
6011,60,46
6012,60,46
6013,60,46
6014,62,78
6015,5,58
6016,5,46
6017,77,72
6018,5,58
6019,77,72
6020,77,72
6021,62,78
6022,5,58
6023,60,46
6024,33,21
6025,60,46
6026,60,46
6027,60,46
6028,60,46
6029,60,46
6030,60,46
6031,5,58
6032,5,58
6033,60,46
6034,60,46
6035,5,58
6036,60,46
6037,60,46
6038,60,46
6039,62,78
6040,5,58
6041,77,72
6042,77,72
6043,5,58
6044,7,11
6045,77,72
6046,94,63
6047,60,46
6048,5,58
6049,60,46
6050,60,46
6051,60,46
6052,77,72
6053,5,58
6054,49,39
6055,62,78
6056,77,72
6057,77,72
6058,62,78
6059,50,60
6060,60,46
6061,77,72
6062,5,58
6063,60,46
6064,77,72
6065,60,46
6066,60,46
6067,77,72
6068,7,11
6069,77,72
6070,5,58
6071,5,58
6072,60,46
6073,77,72
6074,5,58
6075,77,72
6076,60,46
6077,71,59
6078,5,58
6079,60,46
6080,60,46
6081,77,72
6082,60,46
6083,60,46
6084,60,46
6085,5,58
6086,5,58
6087,7,11
6088,60,46
6089,49,39
6090,34,11
6091,60,46
6092,60,46
6093,60,46
6094,60,46
6095,5,58
6096,60,46
6097,60,46
6098,71,59
6099,60,46
6100,60,46
6101,5,58
6102,60,46
6103,5,58
6104,60,46
6105,5,58
6106,60,46
6107,77,72
6108,60,46
6109,5,58
6110,60,46
6111,77,72
6112,60,46
6113,60,46
6114,60,46
6115,60,46
6116,60,46
6117,77,72
6118,77,72
6119,5,58
6120,60,46
6121,60,46
6122,60,46
6123,77,72
6124,77,72
6125,60,46
6126,77,72
6127,60,46
6128,60,46
6129,77,72
6130,5,58
6131,71,59
6132,60,46
6133,60,46
6134,60,46
6135,60,46
6136,60,46
6137,60,46
6138,60,46
6139,5,58
6140,60,46
6141,60,46
6142,77,72
6143,77,72
6144,60,46
6145,5,58
6146,60,46
6147,77,72
6148,60,46
6149,60,46
6150,5,58
6151,60,46
6152,60,46
6153,60,46
6154,60,46
6155,5,46
6156,5,58
6157,72,77
6158,60,46
6159,49,39
6160,5,58
6161,5,58
6162,60,46
6163,5,58
6164,60,46
6165,60,46
6166,77,72
6167,77,72
6168,60,46
6169,60,46
6170,5,58
6171,60,46
6172,5,58
6173,77,72
6174,60,46
6175,60,46
6176,60,46
6177,60,46
6178,60,46
6179,60,46
6180,5,58
6181,5,58
6182,60,46
6183,60,46
6184,60,46
6185,60,46
6186,50,60
6187,60,46
6188,5,58
6189,60,46
6190,60,46
6191,5,58
6192,4,91
6193,7,11
6194,60,46
6195,5,58
6196,60,46
6197,60,46
6198,60,46
6199,60,46
6200,60,46
6201,60,46
6202,60,46
6203,77,72
6204,60,46
6205,60,46
6206,60,46
6207,5,58
6208,60,46
6209,60,46
6210,5,58
6211,60,46
6212,5,58
6213,60,46
6214,60,46
6215,60,46
6216,60,46
6217,33,21
6218,60,46
6219,5,58
6220,60,46
6221,60,46
6222,60,46
6223,77,72
6224,60,46
6225,60,46
6226,33,21
6227,62,78
6228,60,46
6229,62,78
6230,60,46
6231,60,46
6232,60,46
6233,60,46
6234,5,58
6235,60,46
6236,5,58
6237,60,46
6238,77,72
6239,60,46
6240,60,46
6241,77,72
6242,7,11
6243,62,78
6244,5,58
6245,42,10
6246,5,58
6247,60,46
6248,60,46
6249,0,67
6250,60,46
6251,60,46
6252,5,46
6253,5,46
6254,60,46
6255,77,72
6256,60,46
6257,77,72
6258,7,11
6259,14,97
6260,77,72
6261,60,46
6262,5,58
6263,77,72
6264,5,58
6265,5,58
6266,77,72
6267,5,58
6268,60,46
6269,60,46
6270,77,72
6271,60,46
6272,60,46
6273,60,46
6274,60,46
6275,60,46
6276,60,46
6277,7,11
6278,77,72
6279,60,46
6280,83,19
6281,94,63
6282,50,60
6283,60,46
6284,60,46
6285,60,46
6286,77,72
6287,77,72
6288,60,46
6289,60,46
6290,60,46
6291,33,21
6292,60,46
6293,40,41
6294,60,46
6295,72,77
6296,77,72
6297,60,46
6298,0,67
6299,4,91
6300,5,58
6301,33,21
6302,5,58
6303,60,46
6304,60,46
6305,77,72
6306,5,58
6307,49,39
6308,60,46
6309,60,46
6310,77,72
6311,77,72
6312,60,46
6313,5,58
6314,5,58
6315,60,46
6316,77,72
6317,5,58
6318,60,46
6319,60,46
6320,60,46
6321,60,46
6322,5,58
6323,5,58
6324,60,46
6325,60,46
6326,5,58
6327,60,46
6328,60,46
6329,60,46
6330,60,46
6331,50,60
6332,71,59
6333,60,46
6334,49,39
6335,60,46
6336,77,72
6337,60,46
6338,60,46
6339,77,72
6340,60,46
6341,60,46
6342,60,46
6343,5,58
6344,5,58
6345,60,46
6346,71,59
6347,60,46
6348,60,46
6349,60,46
6350,60,46
6351,60,46
6352,60,46
6353,62,78
6354,5,58
6355,60,46
6356,60,46
6357,63,78
6358,34,11
6359,50,60
6360,5,58
6361,33,21
6362,60,46
6363,77,72
6364,77,72
6365,60,46
6366,60,46
6367,0,67
6368,77,72
6369,5,46
6370,5,58
6371,60,46
6372,5,58
6373,60,46
6374,77,72
6375,77,72
6376,60,46
6377,5,58
6378,14,97
6379,60,46
6380,60,46
6381,77,72
6382,77,72
6383,60,46
6384,60,46
6385,60,46
6386,60,46
6387,60,46
6388,5,58
6389,60,46
6390,60,46
6391,60,46
6392,60,46
6393,60,46
6394,77,72
6395,5,58
6396,77,72
6397,60,46
6398,60,46
6399,77,72
6400,32,98
6401,5,58
6402,5,58
6403,60,46
6404,77,72
6405,60,46
6406,77,72
6407,7,11
6408,5,58
6409,60,46
6410,72,77
6411,60,46
6412,60,46
6413,4,91
6414,62,78
6415,72,77
6416,5,58
6417,60,46
6418,77,72
6419,60,46
6420,5,58
6421,5,58
6422,50,60
6423,33,21
6424,5,58
6425,60,46
6426,5,58
6427,60,46
6428,60,46
6429,60,46
6430,24,43
6431,5,46
6432,60,46
6433,60,46
6434,62,78
6435,5,58
6436,60,46
6437,60,46
6438,60,46
6439,60,46
6440,60,46
6441,60,46
6442,50,60
6443,5,58
6444,50,60
6445,5,58
6446,77,72
6447,5,58
6448,60,46
6449,5,58
6450,5,58
6451,60,46
6452,60,46
6453,5,58
6454,5,58
6455,60,46
6456,77,72
6457,5,58
6458,5,58
6459,60,46
6460,5,46
6461,60,46
6462,60,46
6463,60,46
6464,60,46
6465,60,46
6466,67,15
6467,0,67
6468,77,72
6469,60,46
6470,77,72
6471,60,46
6472,34,11
6473,60,46
6474,34,11
6475,60,46
6476,60,46
6477,77,72
6478,89,16
6479,0,67
6480,77,72
6481,60,46
6482,60,46
6483,60,46
6484,60,46
6485,60,46
6486,60,46
6487,60,46
6488,60,46
6489,71,59
6490,5,58
6491,77,72
6492,60,46
6493,7,11
6494,7,11
6495,77,72
6496,7,11
6497,60,46
6498,77,72
6499,0,67
6500,60,46
6501,60,46
6502,77,72
6503,5,58
6504,5,58
6505,60,46
6506,14,97
6507,5,58
6508,60,46
6509,60,46
6510,60,46
6511,60,46
6512,77,72
6513,40,41
6514,60,46
6515,77,72
6516,60,46
6517,60,46
6518,62,78
6519,60,46
6520,60,46
6521,14,97
6522,77,72
6523,60,46
6524,77,72
6525,60,46
6526,60,46
6527,72,77
6528,5,58
6529,60,46
6530,5,58
6531,60,46
6532,5,58
6533,60,46
6534,60,46
6535,60,46
6536,5,58
6537,60,46
6538,60,46
6539,60,46
6540,7,11
6541,60,46
6542,62,78
6543,5,58
6544,60,46
6545,5,58
6546,34,11
6547,67,15
6548,60,46
6549,7,11
6550,60,46
6551,60,46
6552,60,46
6553,60,46
6554,33,21
6555,5,46
6556,60,46
6557,33,21
6558,7,11
6559,60,46
6560,60,46
6561,60,46
6562,60,46
6563,60,46
6564,60,46
6565,5,58
6566,60,46
6567,77,72
6568,60,46
6569,71,59
6570,60,46
6571,60,46
6572,77,72
6573,5,58
6574,60,46
6575,67,15
6576,50,60
6577,72,77
6578,60,46
6579,34,11
6580,60,46
6581,60,46
6582,60,46
6583,60,46
6584,49,39
6585,5,58
6586,77,72
6587,60,46
6588,5,58
6589,60,46
6590,50,60
6591,77,72
6592,60,46
6593,77,72
6594,60,46
6595,0,67
6596,60,46
6597,77,72
6598,5,58
6599,60,46
6600,71,59
6601,5,58
6602,5,58
6603,5,58
6604,60,46
6605,5,58
6606,5,58
6607,16,32
6608,60,46
6609,60,46
6610,77,72
6611,72,77
6612,50,90
6613,16,32
6614,77,72
6615,62,78
6616,71,59
6617,60,46
6618,60,46
6619,60,46
6620,7,11
6621,77,72
6622,77,72
6623,60,46
6624,5,58
6625,77,72
6626,77,72
6627,77,72
6628,7,11
6629,5,58
6630,60,46
6631,5,58
6632,5,58
6633,5,58
6634,5,58
6635,60,46
6636,60,46
6637,77,72
6638,60,46
6639,33,21
6640,62,78
6641,60,46
6642,77,72
6643,5,58
6644,60,46
6645,77,72
6646,60,46
6647,77,72
6648,5,58
6649,5,58
6650,49,39
6651,60,46
6652,60,46
6653,60,46
6654,60,46
6655,5,58
6656,5,58
6657,60,46
6658,60,46
6659,5,58
6660,60,46
6661,60,46
6662,60,46
6663,60,46
6664,60,46
6665,60,46
6666,60,46
6667,71,59
6668,77,72
6669,60,46
